chr	start	end	strand	type	transposon	gene_id	gene_name	transcript_id
chr10	98205519	98205520	+	Predicted	DNA|hAT-Blackjack|MER63D	ENSG00000166024.14	R3HCC1L	
chr10	98447027	98447075	-	Predicted	SINE|MIR|MIR3	ENSG00000107521.21	HPS1	
chr10	99653905	99653906	-	Predicted	LINE|L2|L2c	ENSG00000155287.12	ENSG00000229278.4	
chr10	99796392	99796393	+	Predicted	SINE|Alu|AluSq2	ENSG00000023839.12	ABCC2	
chr10	99843710	99843711	+	Annotated	LINE|L2|L2a	ENSG00000023839.12	ABCC2	ENST00000649459.1
chr11	10044605	10044615	-	Annotated	LTR|ERVL|LTR66	ENSG00000133812.18	SBF2	ENST00000527019.6
chr11	101469501	101469502	-	Predicted	LINE|CR1|X8_LINE	ENSG00000137672.13	TRPC6	
chr11	102783676	102783722	+	Annotated	SINE|MIR|MIRb	ENSG00000255282.6	WTAPP1	ENST00000525739.6
chr11	102792836	102792837	-	Annotated	DNA|hAT-Blackjack|MER63B	ENSG00000196611.6	MMP1	ENST00000681643.1
chr11	102907979	102907980	-	Predicted	LTR|ERV1|HERVH-int	ENSG00000238562.1	RNU7-159P	
chr11	103303517	103303529	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000187240.17	DYNC2H1	
chr11	106177056	106177057	+	Predicted	LTR|ERV1|LTR1A2	ENSG00000290498.1	ENSG00000290498	
chr11	106465985	106465986	+	Annotated	LTR|ERVL-MaLR|MLT1B	ENSG00000287802.1	ENSG00000287802	ENST00000654142.1
chr11	10729320	10729321	-	Predicted	LTR|ERVL|LTR67B	ENSG00000072952.20	IRAG1	
chr11	107441622	107441623	-	Predicted	LINE|RTE-BovB|MamRTE1	ENSG00000152404.16	CWF19L2	
chr11	108116695	108116720	+	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000075239.14	ACAT1	ENST00000672284.1
chr11	108325311	108325312	+	Predicted	LINE|RTE-BovB|MamRTE1	ENSG00000149311.20	ATM	
chr11	108669733	108669734	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000178105.12	DDX10	
chr11	108767938	108767939	+	Predicted	DNA|TcMar-Tigger|Tigger2	ENSG00000178105.12	DDX10	
chr11	111097295	111097357	-	Annotated	LTR|ERV1|MER61B	ENSG00000271584.2	LINC02550	ENST00000603154.1
chr11	111320379	111320383	+	Annotated	LTR|ERV1|MER41A	ENSG00000288097.1	ENSG00000288097	ENST00000657425.1
chr11	112086310	112086311	-	Predicted	SINE|MIR|MIRc	ENSG00000150779.12	TIMM8B	
chr11	112107546	112107547	+	Predicted	LINE|L1|L1M2	ENSG00000204370.13	SDHD	
chr11	112496541	112496588	+	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000254968.8	LINC02763	ENST00000700968.1
chr11	113246369	113246370	+	Predicted	SINE|5S-Deu-L2|AmnSINE1	ENSG00000149294.17	NCAM1	
chr11	113280632	113280633	-	Predicted	DNA|hAT-Blackjack|MER63C	ENSG00000255129.7	TTC12-DT	
chr11	114078992	114078993	+	Predicted	SINE|Alu|AluSx	ENSG00000109906.15	ZBTB16	
chr11	114398315	114398316	+	Predicted	DNA|hAT-Charlie|MER105	ENSG00000076053.12	ENSG00000255663.1	
chr11	114398386	114398387	+	Predicted	DNA|hAT-Charlie|MER105	ENSG00000076053.12	RBM7	
chr11	114398473	114398474	+	Predicted	SINE|MIR|MIR	ENSG00000076053.12	RBM7	
chr11	114398533	114398548	+	Predicted	LINE|L2|L2a	ENSG00000076053.12	RBM7	
chr11	114398669	114398736	+	Predicted	SINE|MIR|MIRb	ENSG00000076053.12	RBM7	
chr11	114526624	114526625	+	Predicted	LINE|L2|L2	ENSG00000256674.1	ENSG00000270204.1	
chr11	116773389	116773390	+	Annotated	SINE|MIR|MIR	ENSG00000226645.1	BUD13-DT	ENST00000439104.1
chr11	117135056	117135089	+	Predicted	LINE|L2|L2b	ENSG00000254851.1	ENSG00000254851	
chr11	117135158	117135191	+	Predicted	LINE|L2|L2b	ENSG00000254851.1	ENSG00000254851	
chr11	117136079	117136090	+	Predicted	SINE|Alu|AluJb	ENSG00000254851.1	ENSG00000254851	
chr11	117395124	117395125	+	Predicted	DNA|TcMar-Tigger|Tigger19b	ENSG00000110274.16	CEP164	
chr11	118530337	118530418	+	Annotated	SINE|MIR|MIRb			NM_001346098.2
chr11	118530505	118530506	+	Predicted	SINE|MIR|MIRb	ENSG00000149582.16	TMEM25	
chr11	118572969	118572970	-	Annotated	LINE|Penelope|Penelope1_Vert	ENSG00000118096.10	IFT46	ENST00000528378.5
chr11	118700415	118700416	+	Annotated	LTR|ERVL-MaLR|MLT1H	ENSG00000255422.4	ENSG00000255422	ENST00000646572.2
chr11	119065676	119065677	-	Annotated	SINE|Alu|FLAM_C	ENSG00000271751.1	ENSG00000271751	ENST00000607857.1
chr11	119110848	119110849	+	Predicted	LINE|CR1|L3b	ENSG00000172375.14	C2CD2L	
chr11	119612351	119612359	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000245248.10	USP2-AS1	
chr11	120026753	120026754	+	Annotated	LTR|ERV1|LTR12C	ENSG00000286731.1	ENSG00000286731	ENST00000652852.1
chr11	120123441	120123442	-	Annotated	SINE|MIR|MIRc	ENSG00000137699.17	TRIM29	ENST00000525327.5
chr11	12066559	12066560	+	Predicted	DNA|hAT-Charlie|MER5B	ENSG00000254991.1	ENSG00000254991	
chr11	121418874	121418875	+	Annotated	LTR|ERV1|MER66D	ENSG00000289391.2	ENSG00000289391	ENST00000689966.2
chr11	121590419	121590420	+	Annotated	DNA|hAT-Charlie|MER5A1	ENSG00000137642.13	SORL1	ENST00000527934.1
chr11	122066434	122066435	-	Predicted	LTR|ERVL-MaLR|MLT1C	ENSG00000255248.11	MIR100HG	
chr11	122949026	122949027	+	Predicted	SINE|Alu|AluSg	ENSG00000109944.11	JHY	
chr11	123060222	123060269	-	Annotated	LINE|RTE-BovB|MamRTE1	ENSG00000109971.14	HSPA8	ENST00000526862.1
chr11	123763927	123763928	+	Annotated	LINE|L1|L1MA10	ENSG00000200197.1	RNU1-21P	ENST00000363327.1
chr11	124804732	124804733	+	Predicted	LTR|ERVL-MaLR|MLT1H1	ENSG00000245498.7	MSANTD2-AS1	
chr11	124951550	124951551	-	Predicted	LTR|ERVL-MaLR|MLT1F	ENSG00000285825.2	CCDC15-DT	
chr11	125591712	125591713	+	Annotated	DNA|hAT-Charlie|MER5A	ENSG00000134910.14	STT3A	ENST00000527606.5
chr11	125623070	125623071	+	Predicted	SINE|Alu|AluSz6	ENSG00000149554.14	CHEK1	
chr11	125649746	125649747	+	Annotated	SINE|Alu|AluJb	ENSG00000252255.1	RNU2-35P	ENST00000516446.1
chr11	12619326	12619327	+	Annotated	SINE|MIR|MIR3	ENSG00000286521.1	ENSG00000286521	ENST00000656758.1
chr11	126282750	126282751	+	Predicted	SINE|MIR|MIRb	ENSG00000150455.15	TIRAP	
chr11	126297117	126297126	-	Annotated	LINE|L1|L1ME3E	ENSG00000255062.2	TIRAP-AS1	ENST00000528876.1
chr11	12634616	12634617	+	Predicted	LTR|ERVL-MaLR|MLT1F	ENSG00000286521.1	ENSG00000286521	
chr11	126440868	126440882	-	Annotated	LINE|L2|L2c	ENSG00000149571.12	KIRREL3	ENST00000526519.5
chr11	126944317	126944318	+	Predicted	LTR|ERV1|MER39	ENSG00000254960.2	KIRREL3-AS2	
chr11	126975776	126975883	-	Predicted	LINE|CR1|L3	ENSG00000149571.12	KIRREL3	
chr11	127021733	127021801	+	Annotated	LTR|ERVL-MaLR|MLT1B	ENSG00000255087.6	ENSG00000255087	ENST00000654691.1
chr11	127055739	127055847	+	Annotated	LTR|ERVL-MaLR|MLT1J	ENSG00000255087.6	ENSG00000255087	ENST00000658423.1
chr11	128095758	128095804	+	Annotated	LTR|ERVL|ERVL-B4-int	ENSG00000273415.3	LINC02725	ENST00000670942.1
chr11	128096042	128096043	+	Annotated	LTR|ERVL|ERVL-B4-int	ENSG00000273415.3	LINC02725	ENST00000649115.1
chr11	128208749	128208785	+	Annotated	LTR|ERVL-MaLR|MLT1H	ENSG00000272575.7	LINC02098	ENST00000650607.1
chr11	128906180	128906231	-	Annotated	SINE|MIR|MIRb			NR_045767.1
chr11	1292169	1292170	-	Annotated	LINE|L1|L1M6	ENSG00000078902.16	TOLLIP	ENST00000528719.1
chr11	129814668	129814691	-	Annotated	LTR|ERV1|LTR12D	ENSG00000287426.1	ENSG00000287426	ENST00000656097.1
chr11	12986144	12986145	-	Predicted	LTR|ERVL-MaLR|MLT1F2	ENSG00000251381.8	LINC00958	
chr11	12988466	12988467	-	Predicted	SINE|Alu|AluJr	ENSG00000251381.8	LINC00958	
chr11	12989528	12989597	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000251381.8	LINC00958	ENST00000658243.1
chr11	130004323	130004324	-	Predicted	SINE|Alu|AluSz	ENSG00000170325.16	PRDM10	
chr11	130114334	130114335	-	Annotated	LINE|L1|L1MC4	ENSG00000274197.1	U4	ENST00000618561.1
chr11	130368895	130368896	+	Predicted	LINE|L2|L2a	ENSG00000175773.15	ZBTB44-DT	
chr11	130847589	130847590	-	Annotated	LINE|CR1|L3	ENSG00000254842.6	LINC02551	ENST00000533434.1
chr11	131524	131525	-	Predicted	DNA|hAT-Charlie|MER1A	ENSG00000177951.18	ENSG00000230724.9	
chr11	131984660	131984661	-	Annotated	LTR|ERVL-MaLR|MLT1J1-int	ENSG00000224700.2	ENSG00000224700	ENST00000446631.2
chr11	133653847	133653848	-	Predicted	LINE|Dong-R4|Mam_R4	ENSG00000255258.2	LINC02743	
chr11	134287102	134287141	+	Annotated	SINE|Alu|AluY	ENSG00000166105.16	GLB1L3	ENST00000532985.1
chr11	134467278	134467286	+	Predicted	LTR|ERVL|LTR66	ENSG00000255545.8	B3GAT1-DT	
chr11	134947	134948	-	Predicted	DNA|hAT-Charlie|MER1A	ENSG00000230724.9	LINC01001	
chr11	13870635	13870636	-	Predicted	LINE|L2|L2a	ENSG00000254927.1	ENSG00000254927	
chr11	14611151	14611152	-	Predicted	LTR|ERVL|LTR79	ENSG00000129084.18	PSMA1	
chr11	14890564	14890565	-	Predicted	SINE|Alu|AluY	ENSG00000186104.11	CYP2R1	
chr11	15561819	15561820	+	Annotated	LTR|ERV1|LTR12C	ENSG00000254946.2	LINC02751	ENST00000660777.1
chr11	15624105	15624106	+	Annotated	LTR|ERVL|LTR16C			"NR_169507.1, NR_169509.1"
chr11	17356652	17356653	+	Predicted	LINE|L1|L1M4	ENSG00000188211.9	NCR3LG1	
chr11	17866863	17866864	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000129158.11	SERGEF	ENST00000531299.5
chr11	18000803	18000804	-	Annotated	LINE|CR1|L3	ENSG00000129158.11	SERGEF	ENST00000529151.5
chr11	19505899	19505900	-	Annotated	LTR|ERVL|LTR16D	ENSG00000255043.1	NAV2-AS5	ENST00000530652.1
chr11	19508785	19508786	+	Predicted	LINE|L2|L2c	ENSG00000166833.23	NAV2	
chr11	21262569	21262570	-	Annotated	LINE|L1|HAL1	ENSG00000255167.1	ENSG00000255167	ENST00000526362.1
chr11	21752849	21752853	-	Annotated	LTR|ERV1|LTR12C	ENSG00000289944.1	ENSG00000289944	ENST00000701962.1
chr11	23163495	23163496	+	Predicted	LTR|ERVL|MLT2A2	ENSG00000255418.6	LINC02718	ENST00000667591.1
chr11	2336133	2336134	+	Annotated	LTR|ERV1|LTR10E	ENSG00000290075.1	ENSG00000290075	ENST00000702787.1
chr11	236768	236771	-	Predicted	SINE|MIR|MIRb	ENSG00000142082.15	SIRT3	
chr11	25453600	25453601	+	Annotated	LTR|ERVL-MaLR|THE1D			"NR_183693.1, NR_183694.1"
chr11	25780482	25780483	+	Predicted	LINE|L1|L1PREC2	ENSG00000254456.6	LINC02699	
chr11	26567093	26567140	-	Annotated	SINE|MIR|MIRc	ENSG00000169550.14	MUC15	ENST00000436318.6
chr11	26656126	26656127	+	Predicted	LINE|CR1|L3	ENSG00000134343.14	ANO3	
chr11	269398	269399	-	Annotated	LINE|L1|L1MB4	ENSG00000289568.3	COX8BP	ENST00000688906.1
chr11	269460	269461	-	Annotated	LINE|L1|L1MB4	ENSG00000289568.3	COX8BP	ENST00000702950.1
chr11	27540021	27540022	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000245573.9	BDNF-AS	
chr11	27634521	27634627	-	Annotated	LTR|ERV1|LTR7	ENSG00000254934.5	LINC00678	ENST00000527083.5
chr11	28361938	28361939	+	Predicted	LTR|ERVL|ERV3-16A3_LTR	ENSG00000169519.21	METTL15	
chr11	28411899	28411900	+	Predicted	LINE|L1|L1MA9	ENSG00000169519.21	METTL15	
chr11	28761007	28761008	+	Predicted	LTR|ERVL|MER73	ENSG00000249867.6	LINC02742	
chr11	288368	288369	+	Predicted	LTR|ERV1|MER41G	ENSG00000142102.16	PGGHG	
chr11	29445487	29445488	+	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000255227.1	ENSG00000255227	ENST00000527727.1
chr11	29596807	29596808	+	Predicted	DNA|TcMar-Tigger|MER2	ENSG00000255117.6	LINC02546	
chr11	29983146	29983147	-	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000254530.2	LINC02755	
chr11	31312684	31312685	+	Predicted	LTR|ERVL|MLT2B1	ENSG00000255525.1	ENSG00000255525	
chr11	32041975	32041976	+	Predicted	LINE|L1|L1M5	ENSG00000285283.1	ENSG00000285283	
chr11	32044786	32044787	+	Predicted	DNA|hAT-Tip100|MamTip2	ENSG00000285283.1	ENSG00000285283	
chr11	32046172	32046173	+	Predicted	LTR|ERVL-MaLR|MLT1J1	ENSG00000285283.1	ENSG00000285283	
chr11	32132657	32132658	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000255375.3	ENSG00000255375	ENST00000525133.2
chr11	321386	321426	-	Predicted	LTR|ERV1|LTR76	ENSG00000142089.17	IFITM3	
chr11	322400	322401	-	Predicted	LTR|ERV1|LTR76	ENSG00000142089.17	IFITM3	
chr11	322624	322625	-	Annotated	LTR|ERV1|LTR76	ENSG00000142089.17	IFITM3	ENST00000681184.1
chr11	32807027	32807028	-	Predicted	LTR|ERVK|LTR3B	ENSG00000186714.13	CCDC73	
chr11	32827706	32827707	-	Predicted	LINE|L2|L2c	ENSG00000186714.13	CCDC73	
chr11	329709	329710	+	Annotated	LTR|ERV1|LTR71B	ENSG00000255328.2	ENSG00000255328	ENST00000688089.1
chr11	33141986	33141987	-	Predicted	LINE|L1|HAL1ME	ENSG00000176102.13	CSTF3	
chr11	3380903	3380994	+	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000290960.1	ENSG00000290960	ENST00000685598.1
chr11	34511798	34511828	-	Annotated	LINE|CR1|X6A_LINE	ENSG00000135374.11	ELF5	ENST00000620316.4
chr11	3477059	3477084	-	Annotated	LTR|ERV1|HERVE-int	ENSG00000287906.1	ENSG00000287906	ENST00000659225.1
chr11	35073972	35073973	-	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000289526.2	ENSG00000289526	
chr11	35214984	35215010	-	Annotated	DNA|hAT-Charlie|MER5A	ENSG00000255443.1	CD44-AS1	ENST00000528869.1
chr11	35918717	35918739	-	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000254919.1	ENSG00000254919	ENST00000531569.1
chr11	36393845	36393849	+	Predicted	LTR|ERVL-MaLR|MLT1B	ENSG00000135362.14	PRR5L	
chr11	36563386	36563422	+	Predicted	LTR|ERVL|MLT2B1	ENSG00000166349.11	RAG1	
chr11	38498995	38498996	+	Annotated	LTR|ERVL|MLT2A2	ENSG00000255477.1	ENSG00000255477	ENST00000526554.1
chr11	38646451	38646488	+	Annotated	LTR|ERVL-MaLR|MLT1G1	ENSG00000254562.7	LINC01493	ENST00000649890.1
chr11	3947343	3947344	+	Annotated	SINE|MIR|MIR3	ENSG00000167323.13	STIM1	ENST00000532990.1
chr11	41714534	41714569	+	Annotated	LTR|ERVL-MaLR|MLT1G1	ENSG00000255171.7	LINC01499	ENST00000648000.1
chr11	41716951	41716952	-	Predicted	LTR|ERV1|MER50B	ENSG00000255388.6	LINC02741	
chr11	44564427	44564428	+	Annotated	SINE|MIR|MIRc	ENSG00000085117.12	CD82	ENST00000526958.5
chr11	44604428	44604429	+	Annotated	SINE|MIR|MIRb	ENSG00000085117.12	CD82	ENST00000530931.1
chr11	44939281	44939282	-	Predicted	SINE|MIR|MIRb	ENSG00000175274.19	TP53I11	
chr11	45253884	45253921	+	Annotated	LTR|ERVL-MaLR|MLT1J2	ENSG00000254497.1	ENSG00000254497	ENST00000531663.1
chr11	45253982	45253983	+	Annotated	LTR|ERVL-MaLR|MLT1J2	ENSG00000254497.1	ENSG00000254497	ENST00000534342.1
chr11	45734542	45734543	+	Predicted	LTR|ERVL-MaLR|MLT1G3	ENSG00000254519.5	ENSG00000254519	
chr11	46090566	46090568	-	Predicted	DNA|hAT-Charlie|MER103C	ENSG00000135365.17	PHF21A	
chr11	46171917	46171948	+	Annotated	LTR|ERVL-MaLR|THE1C	ENSG00000255314.4	ENSG00000255314	ENST00000669442.1
chr11	46863010	46863011	+	Predicted	LTR|ERVL-MaLR|MLT1F2	ENSG00000247675.8	LRP4-AS1	
chr11	47409189	47409190	-	Annotated	SINE|MIR|MIR1_Amn	ENSG00000255197.7	ENSG00000255197	ENST00000691591.1
chr11	5006782	5006783	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000224300.1	OR51P1P	
chr11	50184250	50184251	+	Annotated	LTR|ERV1|LTR12C	ENSG00000287538.1	ENSG00000287538	ENST00000661660.1
chr11	514540	514541	-	Predicted	SINE|Alu|AluSx3	ENSG00000023191.17	RNH1	
chr11	5165810	5165811	-	Predicted	LTR|ERV1|LTR7	ENSG00000182070.7	OR52A1	
chr11	534803	534804	-	Predicted	LINE|L2|L2a	ENSG00000174775.18	HRAS	
chr11	5505603	5505663	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000196565.15	ENSG00000213931.7	
chr11	56848568	56848569	+	Annotated	DNA|TcMar-Tigger|Tigger12	ENSG00000255433.5	LINC02735	ENST00000526436.1
chr11	57425855	57425856	-	Annotated	LINE|CR1|L3	ENSG00000134802.18	SLC43A3	ENST00000529113.5
chr11	57426751	57426752	-	Annotated	SINE|MIR|MIRb	ENSG00000134802.18	SLC43A3	ENST00000529554.5
chr11	58578014	58578015	-	Predicted	LINE|L2|L2b	ENSG00000110031.13	LPXN	
chr11	58578091	58578231	-	Annotated	LINE|L2|L2b	ENSG00000110031.13	LPXN	ENST00000528954.5
chr11	58770377	58770414	+	Annotated	LTR|ERV1|HERV1_LTRc	ENSG00000289621.2	ENSG00000289621	ENST00000685888.2
chr11	58939448	58939502	+	Annotated	LTR|ERV1|LOR1b	ENSG00000166840.14	GLYATL1	ENST00000534612.5
chr11	58943249	58943317	+	Annotated	LTR|ERV1|MER57A1	ENSG00000166840.14	GLYATL1	ENST00000527708.5
chr11	58943371	58943372	+	Annotated	LTR|ERV1|MER57A1	ENSG00000166840.14	GLYATL1	ENST00000524881.5
chr11	58943544	58943545	+	Predicted	LTR|ERV1|MER57-int	ENSG00000166840.14	GLYATL1	
chr11	59810299	59810300	-	Annotated	SINE|Alu|AluSx1	ENSG00000166902.5	MRPL16	ENST00000534340.1
chr11	60327255	60327270	+	Annotated	LTR|ERVL-MaLR|MLT1A1	ENSG00000166926.9	MS4A6E	ENST00000684409.1
chr11	6040309	6040310	+	Annotated	LTR|ERV1|HUERS-P1-int	ENSG00000289150.1	ENSG00000289150	ENST00000690041.1
chr11	60649169	60649170	+	Predicted	LINE|L1|L1M4	ENSG00000181995.12	LINC00301	
chr11	60952533	60952569	-	Predicted	SINE|MIR|MIR3	ENSG00000110446.12	SLC15A3	
chr11	61228395	61228396	+	Predicted	SINE|MIR|MIR	ENSG00000229183.10	ENSG00000256220.1	
chr11	61342323	61342324	+	Annotated	LINE|L2|L2c	ENSG00000149476.16	TKFC	ENST00000524953.1
chr11	61615025	61615066	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000243742.6	RPLP0P2	ENST00000496593.5
chr11	61814648	61814649	-	Annotated	LTR|ERV1|LTR12B	ENSG00000149485.19	FADS1	ENST00000545986.1
chr11	62416850	62416851	-	Predicted	LINE|L2|L2c	ENSG00000255446.1	ENSG00000255446	
chr11	62600259	62600260	-	Predicted	LINE|L2|L2a	ENSG00000149480.7	ENSG00000149499.12	
chr11	62670667	62670668	+	Predicted	SINE|Alu|AluY	ENSG00000204922.5	UQCC3	
chr11	62670768	62670836	+	Predicted	SINE|Alu|AluY	ENSG00000204922.5	UQCC3	
chr11	62670966	62670968	+	Predicted	SINE|Alu|AluJb	ENSG00000204922.5	UQCC3	
chr11	62840135	62840210	-	Annotated	SINE|Alu|AluSp	ENSG00000133316.16	WDR74	ENST00000529106.5
chr11	62840820	62840825	-	Predicted	SINE|Alu|AluY	ENSG00000133316.16	WDR74	
chr11	63106307	63106308	-	Predicted	LINE|L1|L1PA4	ENSG00000197658.9	SLC22A24	
chr11	63137740	63137741	+	Predicted	LTR|ERV1|HUERS-P1-int	ENSG00000184999.13	SLC22A10	
chr11	64226102	64226254	-	Annotated	SINE|MIR|MIR3	ENSG00000149743.14	TRPT1	ENST00000394547.7
chr11	64242586	64242587	+	Predicted	SINE|MIR|MIR1_Amn	ENSG00000173486.14	ENSG00000286264.2	
chr11	64277043	64277044	-	Predicted	SINE|MIR|MIR1_Amn	ENSG00000002330.14	BAD	
chr11	64285057	64285058	+	Annotated	SINE|MIR|MIRb	ENSG00000173264.15	GPR137	ENST00000539833.5
chr11	64327536	64327537	-	Predicted	LTR|ERVL-MaLR|MLT1J	ENSG00000236935.3	ENSG00000236935	
chr11	64875665	64875666	-	Annotated	SINE|tRNA-RTE|MamSINE1	ENSG00000110047.18	EHD1	ENST00000455148.1
chr11	6508213	6508214	+	Annotated	DNA|hAT-Tip100|ORSL-2a	ENSG00000179532.13	DNHD1	ENST00000472080.1
chr11	65147584	65147585	+	Annotated	LTR|ERVL-MaLR|MLT1G1	ENSG00000222477.1	RNU2-23P	ENST00000410545.1
chr11	65614682	65614696	-	Predicted	SINE|Alu|AluSg	ENSG00000173327.8	MAP3K11	
chr11	65614908	65614909	-	Predicted	SINE|Alu|AluSg	ENSG00000173327.8	MAP3K11	
chr11	65666132	65666133	+	Predicted	LTR|ERV1|MER87B	ENSG00000285533.4	RELA-DT	
chr11	65711483	65711488	+	Predicted	SINE|Alu|AluSc	ENSG00000172977.13	KAT5	
chr11	66372445	66372465	-	Annotated	DNA|hAT-Tip100|ORSL-2b			"NM_001300868.2, NM_001300869.2"
chr11	66393449	66393450	+	Annotated	LINE|L1|L1ME1	ENSG00000202317.1	RNU1-84P	ENST00000365447.1
chr11	665910	665911	+	Annotated	LINE|L1|L1MEg	ENSG00000255158.1	ENSG00000255158	ENST00000527799.1
chr11	66615089	66615090	-	Annotated	SINE|Alu|AluSx1	ENSG00000199325.1	RNU4-39P	ENST00000362455.1
chr11	66632721	66632722	+	Predicted	SINE|Alu|AluSx	ENSG00000248643.5	RBM14-RBM4	
chr11	66729209	66729257	-	Annotated	SINE|MIR|MIRb	ENSG00000173898.15	SPTBN2	ENST00000533211.6
chr11	67022719	67022720	+	Annotated	SINE|MIR|MIRb	ENSG00000173227.14	SYT12	ENST00000525457.5
chr11	67022793	67022794	+	Annotated	SINE|MIR|MIRb			"NM_001177880.2, NM_001318773.2"
chr11	67391399	67391400	+	Predicted	LINE|L2|L2b	ENSG00000172613.8	RAD9A	
chr11	67432354	67432358	+	Predicted	LINE|L2|L2b	ENSG00000175634.15	RPS6KB2	
chr11	67443787	67443986	-	Annotated	SINE|Alu|AluSc8	ENSG00000172725.14	CORO1B	ENST00000393893.5
chr11	67465332	67465333	-	Annotated	LINE|L2|L2c	ENSG00000172663.9	TMEM134	ENST00000535175.5
chr11	67483488	67483517	+	Annotated	SINE|5S-Deu-L2|AmnSINE1	ENSG00000110711.11	AIP	ENST00000683856.1
chr11	67848682	67848698	-	Predicted	LTR|ERV1|HERVE-int	ENSG00000273819.1	ENPP7P7	
chr11	68031288	68031289	+	Predicted	SINE|MIR|MIRb	ENSG00000110717.13	NDUFS8	
chr11	68129442	68129443	+	Predicted	LINE|L2|L2	ENSG00000255236.3	CHKA-DT	
chr11	69316835	69316836	+	Predicted	SINE|MIR|MIRb	ENSG00000260877.3	ENSG00000260877	
chr11	69367040	69367041	+	Predicted	DNA|hAT-Charlie|Charlie7a	ENSG00000260877.3	ENSG00000260877	
chr11	69425655	69425679	+	Annotated	LINE|L1|L1MC2	ENSG00000255980.3	LINC02953	ENST00000545202.3
chr11	71745882	71745909	+	Predicted	LTR|ERV1|HERVE-int	ENSG00000255319.6	ENSG00000285933.1	
chr11	71939543	71939544	-	Annotated	SINE|MIR|MIR	ENSG00000255296.1	ENSG00000255296	ENST00000524791.1
chr11	71998695	71998696	+	Predicted	DNA|hAT-Tip100|MER96	ENSG00000137496.19	IL18BP	
chr11	72087861	72087862	+	Predicted	DNA|hAT-Charlie|MER33	ENSG00000184154.16	LRRC51	
chr11	72088664	72088665	+	Annotated	SINE|MIR|MIR3	ENSG00000184154.16	LRRC51	ENST00000644745.1
chr11	72359205	72359206	-	Annotated	LINE|L2|L2c	ENSG00000162129.15	CLPB	ENST00000544382.5
chr11	7238778	7238779	+	Annotated	LTR|ERVL-MaLR|MLT1N2	ENSG00000170743.17	SYT9	ENST00000524820.6
chr11	73272142	73272224	+	Annotated	SINE|MIR|MIRc	ENSG00000171631.16	P2RY6	ENST00000393590.3
chr11	73395088	73395089	+	Predicted	SINE|MIR|MIR1_Amn	ENSG00000054967.13	RELT	
chr11	73823014	73823015	+	Predicted	DNA|hAT-Charlie|MER1A	ENSG00000175581.14	MRPL48	
chr11	73886652	73886653	+	Predicted	SINE|Alu|AluY	ENSG00000175575.13	PAAF1	
chr11	73887041	73887042	+	Predicted	LTR|ERVL-MaLR|MSTB1	ENSG00000175575.13	PAAF1	
chr11	74434681	74434682	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000254631.5	ENSG00000254631	
chr11	74493973	74493974	-	Predicted	LINE|L2|L2a	ENSG00000175536.7	LIPT2	
chr11	7465789	7465835	-	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000251364.9	SYT9-AS1	ENST00000530169.5
chr11	75479488	75479489	-	Predicted	SINE|MIR|MIR	ENSG00000158555.15	GDPD5	
chr11	75508390	75508391	-	Annotated	SINE|MIR|MIRb	ENSG00000254460.1	ENSG00000254460	ENST00000533740.1
chr11	75599035	75599036	-	Annotated	LINE|L2|L2b	ENSG00000171533.12	MAP6	ENST00000526689.1
chr11	7674795	7674796	-	Predicted	LTR|ERVL-MaLR|MLT1C	ENSG00000166394.15	CYB5R2	
chr11	7677221	7677247	-	Annotated	LTR|ERVL-MaLR|THE1C	ENSG00000166394.15	CYB5R2	ENST00000524608.5
chr11	76920079	76920080	+	Annotated	LTR|ERVL|LTR41	ENSG00000078124.13	ACER3	ENST00000680351.1
chr11	77566993	77566994	-	Annotated	LINE|L1|L1MA3	ENSG00000238880.1	RNU7-59P	ENST00000459101.1
chr11	77571089	77571090	+	Annotated	LTR|ERV1|LTR61			NR_130930.1
chr11	77923956	77923957	-	Predicted	SINE|Alu|AluSx	ENSG00000149262.19	INTS4	
chr11	78048698	78048699	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000151365.2	THRSP	
chr11	78139257	78139258	-	Annotated	SINE|MIR|MIRc	ENSG00000159063.14	ALG8	ENST00000530910.6
chr11	78575193	78575194	-	Annotated	LINE|L2|L2c	ENSG00000137513.11	NARS2	ENST00000695116.1
